FenceTime (ms)	FenceTime (ticks)	FrameTime (ns)
9	96062	58920
9	96439	85720
9	97510	0
9	96510	52080
9	95859	85920
9	98039	57200
9	97417	72920
9	97968	514040
9	96101	68000
9	96382	866160
9	96059	62640
9	98015	544240
9	95719	589920
9	97902	45600
9	96062	53640
9	96221	82440
9	96815	60200
9	94861	51720
9	93097	78480
9	96936	54800
9	98622	86320
9	97211	542640
9	98033	77040
9	98067	85920
9	97444	47480
9	97624	548840
9	97455	66600
9	95501	569800
9	96456	46200
9	97536	57600
9	97728	47520
9	96013	81320
9	93589	58840
9	95127	940960
9	93916	53400
9	96300	484440
9	97149	57280
9	97770	75280
9	98013	50480
9	96284	68240
9	97498	61200
9	95152	60120
9	97336	87160
9	98214	85320
9	96356	55080
9	96094	689400
9	93260	58960
9	98566	529160
9	96967	53360
9	98209	514839
9	97089	56960
9	92999	68640
9	98411	61640
9	97103	57920
9	98379	51120
9	99528	65600
9	97804	540960
10	103982	62520
9	96824	62960
9	95125	50320
9	96381	76960
9	98103	67720
9	92960	57640
9	96648	524600
9	97134	69680
9	96100	57680
9	95211	59960
9	96950	893840
9	93455	66800
9	93757	66000
9	97318	61400
9	96189	77800
9	95008	0
9	95408	65640
9	96211	0
9	96092	0
9	97305	0
9	94064	0
9	99422	0
9	97498	0
9	94341	56720
9	97060	0
9	96935	0
9	94217	521120
9	95033	0
9	94422	0
9	92290	0
9	94609	0
9	95712	0
9	94784	51160
9	98507	1018600
9	96554	0
9	95700	0
9	96081	0
9	95135	0
9	94354	0
9	97015	0
9	94804	0
9	93329	0
9	96396	17068280
