FenceTime (ms)	FenceTime (ticks)	FrameTime (ns)
641	6413326	1774320
649	6490042	2056560
650	6500723	2535600
649	6490795	2102560
646	6467339	2165960
651	6513577	2062600
651	6512201	1862240
647	6477365	0
643	6437365	1971240
648	6488810	1781920
647	6473155	2142120
646	6460607	1791760
646	6463622	2050120
649	6499803	2090640
650	6507589	1710200
649	6497086	2066440
645	6450437	2074320
639	6399204	69400
646	6467485	1977280
649	6496880	1782720
650	6500941	1736840
639	6394382	2034840
647	6477030	2388960
650	6504712	2661560
644	6441548	1746320
645	6459281	2624360
648	6487947	1746200
647	6470634	2057720
648	6482379	2296080
642	6426838	2112360
650	6501068	64199
642	6427798	1764160
646	6460755	2110000
642	6422423	2299400
643	6431956	0
640	6403225	1756280
648	6488991	2060360
646	6464196	2129000
645	6451130	2570520
648	6487619	1717960
647	6475506	77200
639	6397156	2549880
649	6495498	0
0	56	1941680
648	6480129	1731080
644	6448926	2603120
649	6493163	68560
651	6512648	2291760
650	6505499	2092880
647	6479314	1792200
645	6454674	1686520
0	43	2573720
648	6484898	2637640
648	6483508	2062960
647	6479731	2238640
649	6496427	73760
642	6427933	1671680
646	6466761	2661040
644	6440793	2118440
643	6433365	2097360
642	6426640	2158560
648	6480436	50720
646	6462956	2144800
645	6451195	2219080
638	6387256	61760
644	6444433	0
647	6476602	78920
649	6497596	1740960
645	6454883	2131520
651	6512238	1736280
644	6448956	1716120
641	6411278	2103560
643	6435539	2239560
650	6506718	36200
650	6508977	2571520
651	6511403	1647320
0	47	2110320
647	6474019	2023680
645	6453740	2209040
642	6428142	2251440
648	6481601	2208640
642	6423895	2779440
645	6454599	2624960
643	6437519	2235880
643	6437007	2330440
0	53	104880
649	6493075	1725520
643	6430680	2762880
645	6452966	1976440
645	6459660	2238840
0	56	2033680
648	6489776	418000
649	6490006	1767720
649	6494800	79280
646	6462494	2032639
644	6448832	2104160
651	6512542	2236880
647	6479832	2092280
640	6406284	2365920
646	6464179	20864000
