FenceTime (ms)	FenceTime (ticks)	FrameTime (ns)
0	2054	0
0	2003	0
0	33	26560
0	48	876600
0	35	35600
0	32	35640
0	31	901520
0	42	830600
0	37	805560
0	27	20600
0	38	502320
0	19	27960
0	29	517440
0	46	26640
0	37	0
0	33	20000
0	33	0
0	33	0
0	45	0
0	2137	0
0	31	0
0	33	475880
0	47	19920
0	2233	0
0	37	0
0	32	0
0	36	846200
0	35	0
0	28	0
0	56	19000
0	24	19240
0	31	0
0	33	0
0	36	0
0	26	0
0	29	0
0	2360	0
0	26	850760
0	34	0
0	15	0
0	37	1005120
0	40	0
0	33	458440
0	19	460680
0	32	0
0	29	26520
0	33	19680
0	52	0
0	31	31440
0	11	27640
0	35	0
0	20	25320
0	47	0
0	29	28760
0	33	0
0	29	27280
0	31	0
0	35	0
0	39	728120
0	24	646320
0	21	448280
0	33	0
0	31	0
0	21	725640
0	29	703480
0	24	0
0	33	21520
0	25	648880
0	26	0
0	21	654800
0	32	1077080
0	36	26280
0	29	0
0	30	0
0	48	0
0	28	0
0	35	0
0	26	0
0	20	23920
0	70	21880
0	44	705120
0	35	0
0	19	0
0	28	682680
0	23	0
0	23	0
0	18	0
0	19	0
0	22	0
0	27	0
0	34	682520
0	25	699920
0	30	451240
0	18	460800
0	20	470840
0	32	807040
0	41	0
0	31	57400
0	2952	30800
0	29	15828360
