FenceTime (ms)	FenceTime (ticks)	FrameTime (ns)
0	9	45800
0	11	31360
0	21	31080
0	8	33800
0	15	36120
0	15	32560
0	13	30240
0	13	31520
0	10	29680
0	8	31440
0	26	30400
0	34	29920
0	8	28360
0	9	0
0	11	32439
0	16	29880
0	7	29920
0	22	32960
0	11	30240
0	10	9520
0	15	22880
0	9	33040
0	9	30120
0	13	32759
0	13	31640
0	13	32320
0	15	32560
0	12	22800
0	17	45320
0	11	32920
0	13	30000
0	12	31399
0	10	31240
0	17	32960
0	16	31040
0	12	28640
0	17	44880
0	15	71400
0	17	31680
0	15	31120
0	19	30000
0	19	31960
0	16	30480
0	19	29880
0	16	31520
0	21	31559
0	25	33360
0	9	34200
0	17	543360
0	15	58520
0	13	52960
0	14	563680
0	15	60200
0	18	49160
0	18	60200
0	24	33600
0	13	567200
0	13	85040
0	19	41800
0	10	22200
0	27	58600
0	21	62839
0	12	48640
0	17	41280
0	17	47000
0	15	30720
0	19	54440
0	16	32920
0	16	589760
0	18	579920
0	17	592440
0	23	51080
0	19	58120
0	12	40120
0	15	33840
0	15	33080
0	17	48520
0	15	33480
0	18	43840
0	14	38160
0	19	50040
0	18	71720
0	13	84400
0	16	41880
0	19	0
0	21	0
0	24	32400
0	32	0
0	39	0
0	21	35240
0	26	0
0	20	0
0	32	26600
0	31	0
0	15	1489960
0	35	47360
0	50	52880
0	39	49200
0	36	0
0	25	0
