,0,1,2,3,4,"comp_4x4"
0,5.89E-07,8.55E-08,1.27974105432548,3.54653003628297,0.948178212610965,0.0483176602209608
1,5.67E-07,1.06E-07,2,3.28520231565889,0.948472400348525,0.0717943439993419
2,4.72E-07,8.18E-08,1.49940642843412,3.63636550380828,0.928784131001751,0.0420415202076802
3,5.59E-07,8.71E-08,1.38983185324972,3.46921075475302,0.940249534185202,0.0509916985771481
4,5.21E-07,1.48E-07,1.2700959286602,3.54485387475203,0.958234034619391,0.0680723496975856
5,5.53E-07,1.30E-07,1.3118905667688,3.65726976034154,0.962359821502295,0.0542409642316278
6,6.35E-07,1.20E-07,1.13751808046953,3.62004404253916,0.957402549616679,0.0536953412914291
7,5.27E-07,1.37E-07,1.01560598385228,3.50791418469799,0.960818174416411,0.0661720674087728
8,4.74E-07,4.02E-08,1.62459763847152,3.34066565711746,0.924933527030773,0.0432447077774415
9,4.11E-07,4.36E-08,1.33844864564641,3.43514392224888,0.928523333836146,0.0511464137646194
10,7.08E-07,5.52E-08,1.38392136649994,3.40889873701873,0.932847260709295,0.0458361104877731
11,4.57E-07,4.81E-08,1.44224241365642,3.47460051646496,0.933812286682839,0.0385885025556808
12,3.60E-07,7.12E-08,1.51556646726798,3.80186049836747,0.93664826942354,0.0714664659573167
13,4.50E-07,5.34E-08,1.50100115546942,3.71641726758714,0.936429447884424,0.0602604474051975
14,3.80E-07,7.60E-08,1.56288102578979,3.76097397483753,0.934857566325135,0.0680708488640452
15,4.51E-07,7.44E-08,1.39034317777386,3.74036693491586,0.94081851038675,0.0562318801156981
16,2.34E-07,1.54E-08,1.78596310225046,2.48032062864035,0.894606056590525,0.0111938252041817
17,1.62E-07,1.05E-08,1.86156540215985,2.13750802342979,0.886659630681345,0.0186580529320392
18,2.16E-07,1.60E-08,1.67066818357762,2.62051783291952,0.891863030378249,0.01428231569233
19,1.91E-07,1.13E-08,1.86466039663308,2.18163062684394,0.887166573284997,0.0178367631173421
20,1.71E-07,1.83E-08,1.77377910797739,2.62857589791332,0.898613135686086,0.0112988138270479
21,1.19E-07,1.33E-08,1.79981095053979,2.36789973650721,0.893102370121009,0.0089508390753601
22,1.54E-07,1.40E-08,1.75345996456492,2.42911944530129,0.896191695647003,0.00975007764920455
23,1.13E-07,1.24E-08,1.84203863868484,2.33767407619489,0.890558772795095,0.00912541614507911
24,4.12E-07,1.42E-07,1.40943210905607,3.60443174518622,0.943756077735469,0.0610921672158736
25,3.77E-07,1.24E-07,1.37006586986139,3.72530032992739,0.942005292888627,0.0549326526375327
26,3.69E-07,1.33E-07,0.924384443507697,3.43942152591943,0.944827226555909,0.0739465527872418
27,3.87E-07,1.26E-07,1.20832908812158,3.65083250395434,0.946407486349648,0.0558864740646144
28,2.77E-07,8.63E-08,1.56587993317817,3.68065808819945,0.915196440203747,0.030611834663006
29,6.41E-07,1.06E-07,1.22742996916836,3.55078230312872,0.954956204796767,0.0370852439172263
30,3.43E-07,8.14E-08,0.361323381237898,3.4856944972564,0.922615116335951,0.0485618556982101
31,6.32E-07,1.06E-07,1.15420723983908,3.53294639519751,0.95269598256119,0.0415742434424193
32,4.90E-07,9.24E-08,1.52127243104119,3.58974461508684,0.940828917306168,0.0440253191978677
33,6.07E-07,1.31E-07,1.15135336870967,3.40997199824194,0.970395895414531,0.0751673144422881
34,5.15E-07,1.03E-07,1.3270548381824,3.55286906720214,0.94583569641272,0.046445597917251
35,5.32E-07,1.28E-07,0.533160166474902,3.45085103268464,0.961319737993764,0.0711975674201305
36,3.81E-07,7.20E-08,1.32027947853199,3.65793886552555,0.930463855664146,0.0357870929165258
37,3.26E-07,3.88E-08,1.57516852751658,3.25289474660516,0.916105423089856,0.040199245276726
38,4.85E-07,6.45E-08,1.20695258137363,3.53061739635338,0.934548696369439,0.042172413336976
39,5.37E-07,7.48E-08,1.6041791937228,3.18900140778987,0.921342177264537,0.0597110552345429
40,4.31E-07,7.91E-08,1.47595893929983,3.59982119319446,0.934500184004566,0.0445566876990318
41,3.45E-07,9.77E-08,1.31669912821592,3.56210772630245,0.936529340659119,0.0578975595540563
42,3.03E-07,8.25E-08,1.55375171398629,3.66778070049793,0.922237355978217,0.0404388541811286
43,4.52E-07,9.97E-08,0.877238711702947,3.40079824418432,0.944040521622527,0.0640521954770533
44,3.58E-07,9.13E-08,1.52509226864598,3.64123491012908,0.927700294000969,0.0410965848294995
45,3.31E-07,7.66E-08,1.4868086628669,3.5705065900056,0.927026261089604,0.0478497669341021
46,3.88E-07,5.79E-08,1.4061622252291,3.4231341547034,0.920399392072897,0.0514248812733593
47,2.81E-07,1.08E-07,1.51139891453957,3.73333714150235,0.932444553624387,0.0554100235063807
48,3.05E-07,1.02E-07,1.48028855976699,3.70429609519941,0.930714428874533,0.053631059154957
49,3.28E-07,3.36E-08,1.39293880315418,3.37420038405942,0.920590137972831,0.0431656270016318
50,3.52E-07,3.61E-08,1.59596251809836,3.27036513959381,0.920195204283443,0.0540192979102242
51,3.04E-07,4.10E-08,1.60256987666873,3.51883787430377,0.921216663876311,0.0501108486157562
52,2.94E-07,3.66E-08,1.5319424861852,3.31772520322835,0.917494761363679,0.0357100942056393
53,5.99E-07,1.68E-07,1.29121241880113,3.62385856816703,0.962209103659431,0.0546405738889393
54,7.50E-07,1.14E-07,1.08269124948862,3.65980482016066,0.965020055188747,0.0532446230791586
