FenceTime (ms)	FenceTime (ticks)	FrameTime (ns)
0	2884	997200
0	15	996920
0	14	498840
1	15041	993880
0	14	1009239
0	7940	1002799
0	26	1048400
1	14700	998000
0	12	1001320
0	21	990960
0	21	506959
0	2286	546280
0	3832	996680
0	13	497200
0	2683	993000
0	9	1005800
0	14	495840
0	26	0
1	10472	506760
0	15	1005400
0	3127	996960
0	10	1005720
0	11	1006559
1	11278	1016640
0	12	999600
0	6940	1022600
1	14271	537480
0	3708	0
0	1786	490280
0	3013	946440
1	10227	479560
0	2552	784720
0	2679	483720
0	3027	26760
0	9	995800
0	8	1011400
0	10	996240
0	11	1005400
0	15	1046400
0	10	1004799
0	12	972400
1	10514	505480
0	7444	963600
0	8769	485800
0	2591	23720
1	18615	0
0	28	1020559
0	13	66160
1	14422	53720
0	2883	1043639
0	9	1020999
0	9	491240
0	2244	1034480
1	14620	1001160
0	9	521440
1	13998	32520
0	2121	505760
0	3738	544200
1	13282	40240
0	2895	1017960
0	10	61240
1	10023	1034520
0	11	1016999
0	10	506600
0	7630	966040
1	10093	502760
0	9129	43160
0	2716	962480
0	9430	17960
0	2219	37360
0	16	508399
0	2671	34760
0	1884	14400
0	2765	990280
1	10414	27880
1	10540	972960
0	9644	25200
0	1814	502320
0	2936	950760
0	9971	488640
0	9320	22840
0	1820	22560
0	2634	519120
0	3369	27680
0	3296	23880
1	10288	27080
0	2881	25400
0	2371	23880
1	10327	28840
0	3188	24480
1	10294	24880
0	2992	22880
0	2108	503519
0	2636	1020920
0	22	0
0	7427	31759
0	36	35440
0	21	64400
0	6304	593080
1	11889	16848400
