FenceTime (ms)	FenceTime (ticks)	FrameTime (ns)
0	24	68640
0	22	513560
0	19	76600
0	22	445760
0	17	26560
0	20	23280
0	19	513000
4	48933	61840
0	9	537080
0	28	39040
0	25	447200
0	21	68360
0	14	82160
4	48413	759240
0	11	480840
0	11	47600
0	17	447640
0	11	73440
0	31	81320
0	18	50000
0	10	46440
0	29	82560
0	25	10480
0	19	487440
0	67	43440
0	26	0
4	48558	48160
0	17	67160
0	10	10720
0	19	509880
0	18	446000
0	11	479680
0	9	447400
0	12	48600
1	11470	48400
0	18	66160
0	51	83360
4	48190	70640
0	9	82880
4	48331	780920
0	18	82840
4	48013	68520
0	10	83480
0	30	47840
0	10	83560
0	22	80160
0	30	80120
0	20	83960
4	48855	43920
1	11440	71840
0	17	82200
0	23	43640
0	13	73240
4	48167	62240
1	12800	81880
4	48365	776000
0	8	73480
0	8	78120
0	28	48880
0	8	67720
0	15	0
0	21	78080
0	19	76400
0	19	481920
0	12	80200
0	22	55840
0	16	75400
0	8	83280
0	16	58240
1	11516	80560
0	16	1206520
0	18	1206400
0	11	67560
0	9	85760
4	46946	82560
4	48895	73280
0	26	687000
0	9483	65199
0	10	66200
0	21	83200
0	23	446880
1	11163	0
1	13776	45520
1	11763	75480
0	9	477880
0	9	50000
1	10026	952240
1	11929	83640
0	16	23200
0	18	72760
0	19	24080
0	14	33360
0	12	33200
0	17	79920
1	11143	789600
1	12437	0
0	9	49280
0	11	48920
0	10	484560
5	50750	15843320
