FenceTime (ms)	FenceTime (ticks)	FrameTime (ns)
0	46	83920
0	60	81560
0	24	48680
0	37	750480
0	52	82600
0	50	534560
0	34	514440
0	48	47680
10	100703	51600
10	103586	83640
9	98479	74200
10	103146	84160
10	101600	76960
0	50	75200
9	98886	83200
9	98378	494000
0	49	84680
0	36	48280
0	52	5710870
0	51	539040
8	84910	8501820
10	102516	65519
10	100429	75400
10	100983	65519
10	101088	66400
10	100685	46760
10	102377	87240
9	97673	44200
0	39	38480
10	103559	86160
9	98523	485520
9	95915	53800
10	104090	575800
0	46	41840
10	105013	57680
0	56	1025800
0	34	48160
0	30	563960
0	40	57440
0	37	36640
0	45	509760
0	39	540520
0	51	496200
0	47	55560
0	42	583560
0	51	503519
0	72	565280
0	40	84200
0	56	512440
0	61	540880
0	52	29600
0	43	57600
0	41	25880
0	54	68440
0	32	40200
0	47	40360
0	57	61320
0	41	50360
0	42	349880
9	96467	36520
0	41	55680
0	62	71000
0	52	74040
0	55	1199000
0	36	73600
0	49	76640
0	44	93520
0	43	72200
0	45	60680
0	41	34440
0	53	83560
0	64	84720
0	55	87080
0	52	541640
0	38	44120
0	35	28280
0	41	31720
0	44	69120
10	100305	33160
0	47	520240
0	59	511560
0	44	50200
0	48	48640
0	37	69960
0	39	24200
0	41	48320
0	37	38480
0	43	541720
0	51	52720
0	45	43040
0	46	74400
10	104176	572240
0	40	45680
0	45	583640
0	236	500079
0	56	511880
0	44	507880
0	37	500360
0	48	80160
9	99120	17752200
