FenceTime (ms)	FenceTime (ticks)	FrameTime (ns)
0	11	494240
0	14	0
0	12	0
0	3865	0
0	12	24480
0	21	1020400
0	10	1007679
0	11	1026680
0	8	1014080
0	39	506480
0	9	1033840
0	18	1031679
0	9	1043720
0	9	1011200
0	14	1024480
0	7	1019320
0	10	1044840
0	3681	0
0	13	1016240
0	10	560600
0	4898	0
0	8	1006040
0	13	1297080
0	12	1011760
0	12	1020640
0	12	1113920
0	9	1019360
0	17	0
0	16	1019080
0	9	1020000
0	12	1026440
0	10	1050320
0	9	1004799
0	10	1059240
0	9	1015640
0	9	1010280
0	9	1012680
0	10	1007640
0	11	1011479
0	11	1034920
0	9102	1020680
0	9	1024119
0	10	1021679
0	11	502800
0	8844	1025040
0	12	1002280
0	8	530960
0	8	1024680
0	8	1016720
0	10	1039360
0	8328	1011479
0	14	1023239
0	9	1019600
0	12	1012799
0	8	1021960
0	10	1014840
0	9	1018359
0	9	1030400
0	11	1021960
0	9	1000960
0	10	1013320
0	10	26520
0	10	507480
0	8832	527960
0	10	1075800
0	9	1061960
0	8	1067440
0	9	1053480
0	11	1068040
0	11	1047800
0	8	1078640
0	9	1052600
0	8	1069760
0	10	1137920
0	9	1040640
0	8	1046280
0	8	1023879
0	11	1051000
0	12	1049760
0	8	1047520
0	9	1048280
0	9	1046160
0	7	1036240
0	9	29440
0	9	34360
0	25	1046119
0	12	23560
0	9141	25800
0	10	1044519
0	14	1044240
0	9400	1148840
0	9	1040360
0	8	1038680
0	9093	1091560
0	9	1970120
0	10	1099560
0	12	1242560
0	16	1286240
0	8	598880
1	15363	0
