CpuTime (ms)	CpuTime (ticks)
1463	14634331
1463	14632077
1456	14566276
1464	14644362
1472	14723792
1464	14646604
1462	14626254
1461	14613687
1461	14615493
1459	14590361
1470	14705135
1463	14633845
1461	14613415
1464	14642471
1468	14686566
1467	14678866
1468	14686836
1457	14570816
1464	14647681
1464	14640234
1464	14645595
1469	14693869
1465	14658735
1462	14622795
1460	14609545
1457	14579832
1465	14659532
1457	14576940
1457	14571714
1456	14566905
1461	14610453
1465	14658759
1455	14555684
1456	14563911
1458	14582566
1468	14688815
1455	14551497
1464	14649255
1461	14619761
1462	14621333
1458	14588003
1462	14620505
1465	14656236
1456	14568635
1458	14584732
1459	14599685
1465	14654746
1459	14590211
1471	14713410
1459	14592913
1461	14617940
1464	14648519
1460	14603943
1476	14767121
1457	14570264
1464	14646418
1451	14517136
1460	14605819
1457	14572347
1461	14615685
1472	14722972
1469	14692571
1461	14611798
1460	14607197
1471	14718805
1464	14644611
1464	14641917
1468	14685103
1466	14666660
1470	14709041
1464	14641685
1459	14598028
1466	14669129
1471	14715045
1464	14643667
1465	14654030
1467	14670929
1472	14729527
1465	14655346
1466	14667423
1462	14626270
1460	14605183
1471	14711183
1477	14779883
1469	14695955
1467	14672583
1462	14622966
1470	14708897
1456	14565124
1457	14574239
1455	14553719
1458	14586544
1469	14691297
1465	14651673
1461	14616137
1454	14540446
1466	14665827
1466	14663819
1466	14661030
1471	14712217
